player_id,player_name,position,age,season,team,fantasy_points_ppr,fantasy_points_standard
00-0039793,A.J. Barner,TE,22,2024,SEA,76,46
00-0031609,A.J. Derby,TE,25,2016,DEN,29,13
00-0031609,A.J. Derby,TE,26,2017,DEN,50,31
00-0031609,A.J. Derby,TE,26,2017,MIA,4,2
00-0031609,A.J. Derby,TE,27,2018,MIA,14,11
00-0027713,Aaron Hernandez,TE,23,2012,NE,30,15
00-0027713,Aaron Hernandez,TE,23,2012,NE,124,73
00-0033896,Adam Shaheen,TE,23,2017,CHI,43,31
00-0033896,Adam Shaheen,TE,24,2018,CHI,16,11
00-0033896,Adam Shaheen,TE,25,2019,CHI,16,7
00-0033896,Adam Shaheen,TE,26,2020,MIA,45,33
00-0033896,Adam Shaheen,TE,27,2021,MIA,17,9
00-0036422,Adam Trautman,TE,23,2020,NO,38,23
00-0036422,Adam Trautman,TE,24,2021,NO,50,25
00-0036422,Adam Trautman,TE,25,2022,NO,45,27
00-0036422,Adam Trautman,TE,26,2023,DEN,58,36
00-0036422,Adam Trautman,TE,27,2024,DEN,44,31
00-0036423,Albert Okwuegbunam,TE,22,2020,DEN,29,18
00-0036423,Albert Okwuegbunam,TE,23,2021,DEN,62,36
00-0036423,Albert Okwuegbunam,TE,24,2022,DEN,26,16
00-0036423,Albert Okwuegbunam,TE,25,2023,PHI,0,0
00-0032864,Alex Ellis,TE,23,2016,JAX,4,1
00-0037292,Andrew Ogletree,TE,25,2023,IND,36,27
00-0037292,Andrew Ogletree,TE,26,2024,IND,24,15
00-0024268,Anthony Fasano,TE,28,2012,MIA,100,59
00-0024268,Anthony Fasano,TE,29,2013,KC,57,34
00-0024268,Anthony Fasano,TE,30,2014,KC,70,45
00-0024268,Anthony Fasano,TE,31,2015,TEN,63,37
00-0024268,Anthony Fasano,TE,32,2016,TEN,28,20
00-0024268,Anthony Fasano,TE,33,2017,MIA,25,13
00-0033455,Anthony Firkser,TE,23,2018,TEN,43,26
00-0033455,Anthony Firkser,TE,24,2019,TEN,9,8
00-0033455,Anthony Firkser,TE,24,2019,TEN,38,24
00-0033455,Anthony Firkser,TE,25,2020,TEN,84,45
00-0033455,Anthony Firkser,TE,26,2021,TEN,0,0
00-0033455,Anthony Firkser,TE,26,2021,TEN,68,34
00-0033455,Anthony Firkser,TE,27,2022,ATL,19,10
00-0033421,Antony Auclair,TE,24,2017,TB,4,2
00-0033421,Antony Auclair,TE,25,2018,TB,12,5
00-0033421,Antony Auclair,TE,26,2019,TB,2,1
00-0033421,Antony Auclair,TE,27,2020,TB,0,0
00-0033421,Antony Auclair,TE,28,2021,HOU,14,10
00-0037168,Armani Rogers,TE,25,2022,WAS,14,9
00-0032392,Austin Hooper,TE,22,2016,ATL,18,12
00-0032392,Austin Hooper,TE,22,2016,ATL,64,45
00-0032392,Austin Hooper,TE,23,2017,ATL,1,0
00-0032392,Austin Hooper,TE,23,2017,ATL,114,65
00-0032392,Austin Hooper,TE,24,2018,ATL,159,88
00-0032392,Austin Hooper,TE,25,2019,ATL,180,108
00-0032392,Austin Hooper,TE,26,2020,CLE,4,2
00-0032392,Austin Hooper,TE,26,2020,CLE,103,61
00-0032392,Austin Hooper,TE,27,2021,CLE,83,48
00-0032392,Austin Hooper,TE,28,2022,TEN,97,56
00-0032392,Austin Hooper,TE,29,2023,LV,48,23
00-0032392,Austin Hooper,TE,30,2024,NE,104,59
00-0031418,Austin Seferian-Jenkins,TE,22,2014,TB,48,27
00-0031418,Austin Seferian-Jenkins,TE,23,2015,TB,79,58
00-0031418,Austin Seferian-Jenkins,TE,24,2016,NYJ,19,9
00-0031418,Austin Seferian-Jenkins,TE,24,2016,TB,13,10
00-0031418,Austin Seferian-Jenkins,TE,25,2017,NYJ,93,48
00-0031418,Austin Seferian-Jenkins,TE,26,2018,JAX,24,13
00-0026931,Bear Pascoe,TE,26,2012,NYG,14,10
00-0026931,Bear Pascoe,TE,27,2013,NYG,20,8
00-0026931,Bear Pascoe,TE,28,2014,ATL,8,6
00-0032661,Ben Braunecker,TE,22,2016,CHI,6,2
00-0032661,Ben Braunecker,TE,24,2018,CHI,5,2
00-0032661,Ben Braunecker,TE,25,2019,CHI,18,12
00-0035823,Ben Ellefson,TE,24,2020,JAX,0,-1
00-0035823,Ben Ellefson,TE,25,2021,MIN,0,0
00-0035823,Ben Ellefson,TE,26,2022,MIN,6,3
00-0032139,Ben Koyack,TE,23,2016,JAX,41,22
00-0032139,Ben Koyack,TE,24,2017,JAX,3,2
00-0032139,Ben Koyack,TE,24,2017,JAX,9,4
00-0032139,Ben Koyack,TE,26,2019,JAX,2,1
00-0038809,Ben Sims,TE,23,2023,GB,1,0
00-0038809,Ben Sims,TE,23,2023,GB,12,8
00-0038809,Ben Sims,TE,24,2024,GB,8,4
00-0039912,Ben Sinnott,TE,22,2024,WAS,3,2
00-0039912,Ben Sinnott,TE,22,2024,WAS,14,9
00-0022943,Benjamin Watson,TE,32,2012,CLE,111,62
00-0022943,Benjamin Watson,TE,33,2013,NO,1,0
00-0022943,Benjamin Watson,TE,33,2013,NO,52,33
00-0022943,Benjamin Watson,TE,34,2014,NO,46,26
00-0022943,Benjamin Watson,TE,35,2015,NO,186,112
00-0022943,Benjamin Watson,TE,37,2017,BAL,124,68
00-0022943,Benjamin Watson,TE,38,2018,NO,2,1
00-0022943,Benjamin Watson,TE,38,2018,NO,85,50
00-0022943,Benjamin Watson,TE,39,2019,NE,30,16
00-0032062,Blake Bell,TE,24,2015,SF,34,19
00-0032062,Blake Bell,TE,25,2016,SF,12,8
00-0032062,Blake Bell,TE,26,2017,MIN,5,2
00-0032062,Blake Bell,TE,27,2018,JAX,15,7
00-0032062,Blake Bell,TE,28,2019,KC,11,8
00-0032062,Blake Bell,TE,28,2019,KC,15,7
00-0032062,Blake Bell,TE,29,2020,DAL,22,11
00-0032062,Blake Bell,TE,30,2021,KC,19,10
00-0032062,Blake Bell,TE,31,2022,KC,1,0
00-0032062,Blake Bell,TE,31,2022,KC,1,0
00-0032062,Blake Bell,TE,32,2023,KC,9,4
00-0033658,Blake Jarwin,TE,24,2018,DAL,4,2
00-0033658,Blake Jarwin,TE,24,2018,DAL,72,45
00-0033658,Blake Jarwin,TE,25,2019,DAL,86,54
00-0033658,Blake Jarwin,TE,26,2020,DAL,2,1
00-0033658,Blake Jarwin,TE,27,2021,DAL,29,19
00-0032515,Braedon Bowman,TE,22,2016,NYJ,0,0
00-0027135,Brandon Myers,TE,27,2012,LV,178,99
00-0027135,Brandon Myers,TE,28,2013,NYG,115,68
00-0027135,Brandon Myers,TE,29,2014,TB,39,17
00-0027135,Brandon Myers,TE,30,2015,TB,21,9
00-0027135,Brandon Myers,TE,31,2016,TB,19,12
00-0026996,Brandon Pettigrew,TE,27,2012,DET,122,63
00-0026996,Brandon Pettigrew,TE,28,2013,DET,90,49
00-0026996,Brandon Pettigrew,TE,29,2014,DET,2,1
00-0026996,Brandon Pettigrew,TE,29,2014,DET,17,7
00-0026996,Brandon Pettigrew,TE,30,2015,DET,18,11
00-0038643,Brayden Willis,TE,25,2024,SF,0,0
00-0025549,Brent Celek,TE,27,2012,PHI,118,61
00-0025549,Brent Celek,TE,28,2013,PHI,111,79
00-0025549,Brent Celek,TE,29,2014,PHI,65,33
00-0025549,Brent Celek,TE,30,2015,PHI,81,54
00-0025549,Brent Celek,TE,31,2016,PHI,28,14
00-0025549,Brent Celek,TE,32,2017,PHI,2,1
00-0025549,Brent Celek,TE,32,2017,PHI,32,19
00-0038935,Brenton Strange,TE,23,2023,JAX,14,9
00-0038935,Brenton Strange,TE,24,2024,JAX,90,50
00-0036556,Brevin Jordan,TE,21,2021,HOU,56,36
00-0036556,Brevin Jordan,TE,22,2022,HOU,23,9
00-0036556,Brevin Jordan,TE,23,2023,HOU,0,0
00-0036556,Brevin Jordan,TE,23,2023,HOU,33,23
00-0036556,Brevin Jordan,TE,24,2024,HOU,3,1
00-0039338,Brock Bowers,TE,22,2024,LV,253,141
00-0036754,Brock Wright,TE,23,2021,DET,21,11
00-0036754,Brock Wright,TE,24,2022,DET,64,46
00-0036754,Brock Wright,TE,25,2023,DET,4,3
00-0036754,Brock Wright,TE,25,2023,DET,28,15
00-0036754,Brock Wright,TE,26,2024,DET,33,20
00-0036424,Brycen Hopkins,TE,24,2021,LA,9,5
00-0036424,Brycen Hopkins,TE,24,2021,LA,2,1
00-0036424,Brycen Hopkins,TE,25,2022,LA,18,11
00-0036424,Brycen Hopkins,TE,26,2023,LA,13,8
00-0031302,C.J. Fiedorowicz,TE,23,2014,HOU,13,9
00-0031302,C.J. Fiedorowicz,TE,24,2015,HOU,35,18
00-0031302,C.J. Fiedorowicz,TE,25,2016,HOU,13,10
00-0031302,C.J. Fiedorowicz,TE,25,2016,HOU,130,76
00-0031302,C.J. Fiedorowicz,TE,26,2017,HOU,18,8
00-0032134,C.J. Uzomah,TE,22,2015,CIN,1,0
00-0032134,C.J. Uzomah,TE,23,2016,CIN,52,27
00-0032134,C.J. Uzomah,TE,24,2017,CIN,25,15
00-0032134,C.J. Uzomah,TE,25,2018,CIN,105,62
00-0032134,C.J. Uzomah,TE,26,2019,CIN,61,34
00-0032134,C.J. Uzomah,TE,27,2020,CIN,23,15
00-0032134,C.J. Uzomah,TE,28,2021,CIN,17,8
00-0032134,C.J. Uzomah,TE,28,2021,CIN,126,77
00-0032134,C.J. Uzomah,TE,29,2022,NYJ,56,35
00-0032134,C.J. Uzomah,TE,30,2023,NYJ,20,12
00-0038129,Cade Otton,TE,23,2022,TB,93,51
00-0038129,Cade Otton,TE,24,2023,TB,16,10
00-0038129,Cade Otton,TE,24,2023,TB,111,64
00-0038129,Cade Otton,TE,25,2024,TB,134,75
00-0039359,Cade Stover,TE,24,2024,HOU,33,19
00-0031273,Cameron Brate,TE,23,2014,TB,3,2
00-0031273,Cameron Brate,TE,24,2015,TB,61,42
00-0031273,Cameron Brate,TE,25,2016,TB,171,114
00-0031273,Cameron Brate,TE,26,2017,TB,139,91
00-0031273,Cameron Brate,TE,27,2018,TB,88,58
00-0031273,Cameron Brate,TE,28,2019,TB,89,53
00-0031273,Cameron Brate,TE,29,2020,TB,26,16
00-0031273,Cameron Brate,TE,29,2020,TB,66,38
00-0031273,Cameron Brate,TE,30,2021,TB,2,1
00-0031273,Cameron Brate,TE,30,2021,TB,74,46
00-0031273,Cameron Brate,TE,31,2022,TB,33,13
00-0033338,Cethan Carter,TE,24,2017,CIN,0,0
00-0033338,Cethan Carter,TE,26,2019,CIN,9,7
00-0033338,Cethan Carter,TE,27,2020,CIN,9,5
00-0033338,Cethan Carter,TE,28,2021,MIA,4,2
00-0028112,Charles Clay,TE,23,2012,MIA,49,31
00-0028112,Charles Clay,TE,24,2013,MIA,184,115
00-0028112,Charles Clay,TE,25,2014,MIA,136,78
00-0028112,Charles Clay,TE,26,2015,BUF,118,67
00-0028112,Charles Clay,TE,27,2016,BUF,136,79
00-0028112,Charles Clay,TE,28,2017,BUF,110,62
00-0028112,Charles Clay,TE,29,2018,BUF,34,13
00-0028112,Charles Clay,TE,30,2019,ARI,46,28
00-0038046,Charlie Kolar,TE,23,2022,BAL,9,5
00-0038046,Charlie Kolar,TE,24,2023,BAL,1,0
00-0038046,Charlie Kolar,TE,24,2023,BAL,22,15
00-0038046,Charlie Kolar,TE,25,2024,BAL,28,19
00-0036429,Charlie Woerner,TE,23,2020,SF,5,3
00-0036429,Charlie Woerner,TE,24,2021,SF,0,0
00-0036429,Charlie Woerner,TE,24,2021,SF,10,5
00-0036429,Charlie Woerner,TE,25,2022,SF,0,0
00-0036429,Charlie Woerner,TE,26,2023,SF,6,3
00-0036429,Charlie Woerner,TE,27,2024,ATL,10,3
00-0037809,Chigoziem Okonkwo,TE,23,2022,TEN,95,63
00-0037809,Chigoziem Okonkwo,TE,24,2023,TEN,111,57
00-0037809,Chigoziem Okonkwo,TE,25,2024,TEN,103,51
00-0022738,Chris Cooley,TE,30,2012,WAS,2,1
00-0030049,Chris Gragg,TE,23,2013,BUF,16,11
00-0030049,Chris Gragg,TE,24,2014,BUF,18,11
00-0030049,Chris Gragg,TE,25,2015,BUF,27,15
00-0031484,Chris Manhertz,TE,24,2016,CAR,2,1
00-0031484,Chris Manhertz,TE,25,2017,CAR,4,2
00-0031484,Chris Manhertz,TE,26,2018,CAR,11,9
00-0031484,Chris Manhertz,TE,27,2019,CAR,2,1
00-0031484,Chris Manhertz,TE,28,2020,CAR,11,5
00-0031484,Chris Manhertz,TE,29,2021,JAX,19,13
00-0031484,Chris Manhertz,TE,30,2022,JAX,10,4
00-0031484,Chris Manhertz,TE,31,2023,DEN,4,2
00-0031484,Chris Manhertz,TE,32,2024,NYG,12,9
00-0034766,Christopher Herndon,TE,22,2018,NYJ,109,70
00-0034766,Christopher Herndon,TE,23,2019,NYJ,2,1
00-0034766,Christopher Herndon,TE,24,2020,NYJ,72,41
00-0034766,Christopher Herndon,TE,25,2021,MIN,14,10
00-0027725,Clay Harbor,TE,25,2012,PHI,49,24
00-0027725,Clay Harbor,TE,26,2013,JAX,60,36
00-0027725,Clay Harbor,TE,27,2014,JAX,59,33
00-0027725,Clay Harbor,TE,28,2015,JAX,33,19
00-0027725,Clay Harbor,TE,29,2016,DET,5,2
00-0032256,Clive Walford,TE,24,2015,LV,72,46
00-0032256,Clive Walford,TE,25,2016,LV,87,54
00-0032256,Clive Walford,TE,26,2017,LV,17,8
00-0032256,Clive Walford,TE,28,2019,MIA,10,6
00-0029697,Coby Fleener,TE,24,2012,IND,66,40
00-0029697,Coby Fleener,TE,25,2013,IND,11,5
00-0029697,Coby Fleener,TE,25,2013,IND,131,79
00-0029697,Coby Fleener,TE,26,2014,IND,17,10
00-0029697,Coby Fleener,TE,26,2014,IND,170,119
00-0029697,Coby Fleener,TE,27,2015,IND,113,59
00-0029697,Coby Fleener,TE,28,2016,NO,131,81
00-0029697,Coby Fleener,TE,29,2017,NO,64,42
00-0036244,Colby Parkinson,TE,21,2020,SEA,4,2
00-0036244,Colby Parkinson,TE,22,2021,SEA,7,3
00-0036244,Colby Parkinson,TE,23,2022,SEA,69,44
00-0036244,Colby Parkinson,TE,24,2023,SEA,62,37
00-0036244,Colby Parkinson,TE,25,2024,LA,9,7
00-0036244,Colby Parkinson,TE,25,2024,LA,65,35
00-0033315,Cole Hikutini,TE,23,2017,SF,2,1
00-0036290,Cole Kmet,TE,21,2020,CHI,59,31
00-0036290,Cole Kmet,TE,22,2021,CHI,117,57
00-0036290,Cole Kmet,TE,23,2022,CHI,139,89
00-0036290,Cole Kmet,TE,24,2023,CHI,177,104
00-0036290,Cole Kmet,TE,25,2024,CHI,116,69
00-0037078,Cole Turner,TE,22,2022,WAS,4,2
00-0037078,Cole Turner,TE,23,2023,WAS,23,12
00-0032562,Cole Wick,TE,23,2016,DET,4,2
00-0032562,Cole Wick,TE,25,2018,SF,0,0
00-0033720,Colin Thompson,TE,27,2020,CAR,8,7
00-0033720,Colin Thompson,TE,28,2021,CAR,0,0
00-0037304,Connor Heyward,TE,23,2022,PIT,34,22
00-0037304,Connor Heyward,TE,24,2023,PIT,38,15
00-0037304,Connor Heyward,TE,25,2024,PIT,16,10
00-0026225,Craig Stevens,TE,28,2012,TEN,56,34
00-0026225,Craig Stevens,TE,29,2013,TEN,2,0
00-0026225,Craig Stevens,TE,30,2014,TEN,5,3
00-0026225,Craig Stevens,TE,31,2015,TEN,36,24
00-0030992,Crockett Gillmore,TE,23,2014,BAL,11,9
00-0030992,Crockett Gillmore,TE,23,2014,BAL,26,16
00-0030992,Crockett Gillmore,TE,24,2015,BAL,78,53
00-0030992,Crockett Gillmore,TE,25,2016,BAL,21,13
00-0028079,D.J. Williams,TE,24,2012,GB,8,4
00-0028079,D.J. Williams,TE,25,2013,NE,0,0
00-0022165,Dallas Clark,TE,33,2012,TB,104,58
00-0022165,Dallas Clark,TE,34,2013,BAL,79,48
00-0034351,Dallas Goedert,TE,23,2018,PHI,86,53
00-0034351,Dallas Goedert,TE,24,2019,PHI,137,79
00-0034351,Dallas Goedert,TE,25,2020,PHI,112,67
00-0034351,Dallas Goedert,TE,26,2021,PHI,138,91
00-0034351,Dallas Goedert,TE,27,2022,PHI,36,20
00-0034351,Dallas Goedert,TE,27,2022,PHI,130,78
00-0034351,Dallas Goedert,TE,28,2023,PHI,116,65
00-0034351,Dallas Goedert,TE,29,2024,PHI,5,3
00-0034351,Dallas Goedert,TE,29,2024,PHI,92,54
00-0036225,Dalton Keene,TE,21,2020,NE,3,1
00-0038933,Dalton Kincaid,TE,24,2023,BUF,10,4
00-0038933,Dalton Kincaid,TE,24,2023,BUF,145,72
00-0038933,Dalton Kincaid,TE,25,2024,BUF,5,2
00-0038933,Dalton Kincaid,TE,25,2024,BUF,101,57
00-0034383,Dalton Schultz,TE,22,2018,DAL,3,2
00-0034383,Dalton Schultz,TE,22,2018,DAL,24,12
00-0034383,Dalton Schultz,TE,23,2019,DAL,2,1
00-0034383,Dalton Schultz,TE,24,2020,DAL,142,78
00-0034383,Dalton Schultz,TE,25,2021,DAL,205,127
00-0034383,Dalton Schultz,TE,26,2022,DAL,14,9
00-0034383,Dalton Schultz,TE,26,2022,DAL,132,75
00-0034383,Dalton Schultz,TE,27,2023,HOU,9,4
00-0034383,Dalton Schultz,TE,27,2023,HOU,136,83
00-0034383,Dalton Schultz,TE,28,2024,HOU,10,6
00-0034383,Dalton Schultz,TE,28,2024,HOU,116,63
00-0034011,Dan Arnold,TE,23,2018,NO,0,0
00-0034011,Dan Arnold,TE,23,2018,NO,31,19
00-0034011,Dan Arnold,TE,24,2019,ARI,21,16
00-0034011,Dan Arnold,TE,25,2020,ARI,94,63
00-0034011,Dan Arnold,TE,26,2021,CAR,15,8
00-0034011,Dan Arnold,TE,26,2021,JAX,43,23
00-0034011,Dan Arnold,TE,26,2021,JAX,5,3
00-0034011,Dan Arnold,TE,27,2022,JAX,22,14
00-0038115,Daniel Bellinger,TE,22,2022,NYG,1,0
00-0038115,Daniel Bellinger,TE,22,2022,NYG,63,34
00-0038115,Daniel Bellinger,TE,23,2023,NYG,50,26
00-0038115,Daniel Bellinger,TE,24,2024,NYG,26,12
00-0032098,Daniel Brown,TE,23,2015,BAL,8,3
00-0032098,Daniel Brown,TE,24,2016,CHI,32,16
00-0032098,Daniel Brown,TE,25,2017,CHI,24,11
00-0032098,Daniel Brown,TE,27,2019,NYJ,18,11
00-0032098,Daniel Brown,TE,28,2020,NYJ,5,3
00-0032098,Daniel Brown,TE,29,2021,NYJ,5,3
00-0025542,Dante Rosario,TE,28,2012,LAC,32,22
00-0025542,Dante Rosario,TE,29,2013,CHI,2,1
00-0025542,Dante Rosario,TE,30,2014,CHI,25,9
00-0038558,Darnell Washington,TE,22,2023,PIT,13,6
00-0038558,Darnell Washington,TE,23,2024,PIT,43,24
00-0033258,Darrell Daniels,TE,23,2017,IND,4,1
00-0033258,Darrell Daniels,TE,24,2018,ARI,0,0
00-0033258,Darrell Daniels,TE,25,2019,ARI,1,0
00-0033258,Darrell Daniels,TE,26,2020,ARI,20,14
00-0033258,Darrell Daniels,TE,27,2021,ARI,1,0
00-0029738,Darren Fells,TE,28,2014,ARI,7,6
00-0029738,Darren Fells,TE,28,2014,ARI,12,7
00-0029738,Darren Fells,TE,29,2015,ARI,15,11
00-0029738,Darren Fells,TE,29,2015,ARI,70,49
00-0029738,Darren Fells,TE,30,2016,ARI,35,21
00-0029738,Darren Fells,TE,31,2017,DET,53,36
00-0029738,Darren Fells,TE,32,2018,CLE,41,30
00-0029738,Darren Fells,TE,33,2019,HOU,11,8
00-0029738,Darren Fells,TE,33,2019,HOU,110,76
00-0029738,Darren Fells,TE,34,2020,HOU,76,55
00-0029738,Darren Fells,TE,35,2021,DET,8,4
00-0031610,Darren Waller,TE,23,2015,BAL,4,2
00-0031610,Darren Waller,TE,24,2016,BAL,28,18
00-0031610,Darren Waller,TE,26,2018,LV,16,10
00-0031610,Darren Waller,TE,27,2019,LV,216,126
00-0031610,Darren Waller,TE,28,2020,LV,269,162
00-0031610,Darren Waller,TE,29,2021,LV,125,72
00-0031610,Darren Waller,TE,30,2022,LV,57,36
00-0031610,Darren Waller,TE,31,2023,NYG,86,45
00-0028179,David Ausberry,TE,25,2012,LV,16,9
00-0028179,David Ausberry,TE,27,2014,LV,1,-1
00-0026957,David Johnson,TE,26,2013,PIT,11,7
00-0026957,David Johnson,TE,27,2014,LAC,1,0
00-0026957,David Johnson,TE,29,2016,PIT,1,0
00-0032430,David Morgan,TE,23,2016,MIN,1,0
00-0032430,David Morgan,TE,24,2017,MIN,26,16
00-0032430,David Morgan,TE,25,2018,MIN,9,4
00-0033885,David Njoku,TE,21,2017,CLE,91,59
00-0033885,David Njoku,TE,22,2018,CLE,138,82
00-0033885,David Njoku,TE,23,2019,CLE,14,10
00-0033885,David Njoku,TE,24,2020,CLE,10,6
00-0033885,David Njoku,TE,24,2020,CLE,51,33
00-0033885,David Njoku,TE,25,2021,CLE,100,67
00-0033885,David Njoku,TE,26,2022,CLE,139,81
00-0033885,David Njoku,TE,27,2023,CLE,191,110
00-0033885,David Njoku,TE,28,2024,CLE,138,74
00-0039074,Davis Allen,TE,22,2023,LA,26,16
00-0039074,Davis Allen,TE,23,2024,LA,10,4
00-0035689,Dawson Knox,TE,23,2019,BUF,80,52
00-0035689,Dawson Knox,TE,24,2020,BUF,20,12
00-0035689,Dawson Knox,TE,24,2020,BUF,63,39
00-0035689,Dawson Knox,TE,25,2021,BUF,3,1
00-0035689,Dawson Knox,TE,25,2021,BUF,160,111
00-0035689,Dawson Knox,TE,26,2022,BUF,12,6
00-0035689,Dawson Knox,TE,26,2022,BUF,130,82
00-0035689,Dawson Knox,TE,27,2023,BUF,1,0
00-0035689,Dawson Knox,TE,27,2023,BUF,49,27
00-0035689,Dawson Knox,TE,28,2024,BUF,3,1
00-0035689,Dawson Knox,TE,28,2024,BUF,57,35
00-0024389,Delanie Walker,TE,28,2012,SF,14,8
00-0024389,Delanie Walker,TE,28,2012,SF,68,47
00-0024389,Delanie Walker,TE,29,2013,TEN,136,80
00-0024389,Delanie Walker,TE,30,2014,TEN,159,96
00-0024389,Delanie Walker,TE,31,2015,TEN,236,142
00-0024389,Delanie Walker,TE,32,2016,TEN,182,117
00-0024389,Delanie Walker,TE,33,2017,TEN,10,6
00-0024389,Delanie Walker,TE,33,2017,TEN,164,90
00-0024389,Delanie Walker,TE,34,2018,TEN,7,3
00-0024389,Delanie Walker,TE,35,2019,TEN,52,32
00-0030155,Demetrius Harris,TE,23,2014,KC,5,2
00-0030155,Demetrius Harris,TE,24,2015,KC,2,1
00-0030155,Demetrius Harris,TE,24,2015,KC,20,13
00-0030155,Demetrius Harris,TE,25,2016,KC,0,0
00-0030155,Demetrius Harris,TE,25,2016,KC,35,18
00-0030155,Demetrius Harris,TE,26,2017,KC,46,28
00-0030155,Demetrius Harris,TE,27,2018,KC,1,0
00-0030155,Demetrius Harris,TE,27,2018,KC,44,32
00-0030155,Demetrius Harris,TE,28,2019,CLE,48,33
00-0030155,Demetrius Harris,TE,29,2020,CHI,10,2
00-0030155,Demetrius Harris,TE,30,2021,ARI,2,-1
00-0027714,Dennis Pitta,TE,27,2012,BAL,38,26
00-0027714,Dennis Pitta,TE,27,2012,BAL,164,103
00-0027714,Dennis Pitta,TE,28,2013,BAL,20,8
00-0027714,Dennis Pitta,TE,29,2014,BAL,28,12
00-0027714,Dennis Pitta,TE,31,2016,BAL,160,74
00-0034319,Deon Yelder,TE,24,2019,KC,2,1
00-0034319,Deon Yelder,TE,24,2019,KC,8,5
00-0034319,Deon Yelder,TE,25,2020,KC,11,4
00-0029119,Derek Carrier,TE,24,2014,SF,18,9
00-0029119,Derek Carrier,TE,25,2015,WAS,35,18
00-0029119,Derek Carrier,TE,26,2016,WAS,3,1
00-0029119,Derek Carrier,TE,27,2017,LA,15,7
00-0029119,Derek Carrier,TE,28,2018,LV,18,11
00-0029119,Derek Carrier,TE,29,2019,LV,32,20
00-0029119,Derek Carrier,TE,30,2020,LV,2,1
00-0029119,Derek Carrier,TE,31,2021,LV,3,1
00-0036194,Devin Asiasi,TE,23,2020,NE,12,10
00-0036194,Devin Asiasi,TE,25,2022,CIN,2,0
00-0039754,Devin Culp,TE,24,2024,TB,14,9
00-0032055,Devin Funchess,TE,21,2015,CAR,18,13
00-0032055,Devin Funchess,TE,21,2015,CAR,103,72
00-0032055,Devin Funchess,TE,22,2016,CAR,82,59
00-0032055,Devin Funchess,TE,23,2017,CAR,187,124
00-0032055,Devin Funchess,TE,24,2018,CAR,113,69
00-0032055,Devin Funchess,TE,25,2019,IND,6,3
00-0030422,Dion Sims,TE,22,2013,MIA,15,9
00-0030422,Dion Sims,TE,23,2014,MIA,62,38
00-0030422,Dion Sims,TE,24,2015,MIA,34,16
00-0030422,Dion Sims,TE,25,2016,MIA,74,48
00-0030422,Dion Sims,TE,26,2017,CHI,37,22
00-0030422,Dion Sims,TE,27,2018,CHI,3,1
00-0036456,Dominique Dafney,TE,23,2020,GB,11,9
00-0036456,Dominique Dafney,TE,24,2021,GB,0,0
00-0036456,Dominique Dafney,TE,24,2021,GB,5,3
00-0035329,Donald Parham,TE,23,2020,LAC,44,34
00-0035329,Donald Parham,TE,24,2021,LAC,57,37
00-0035329,Donald Parham,TE,25,2022,LAC,21,15
00-0035329,Donald Parham,TE,26,2023,LAC,78,50
00-0035631,Drew Sample,TE,23,2019,CIN,8,3
00-0035631,Drew Sample,TE,24,2020,CIN,76,36
00-0035631,Drew Sample,TE,25,2021,CIN,1,0
00-0035631,Drew Sample,TE,25,2021,CIN,19,8
00-0035631,Drew Sample,TE,26,2022,CIN,2,0
00-0035631,Drew Sample,TE,27,2023,CIN,48,26
00-0035631,Drew Sample,TE,28,2024,CIN,36,16
00-0034798,Durham Smythe,TE,23,2018,MIA,9,3
00-0034798,Durham Smythe,TE,24,2019,MIA,12,4
00-0034798,Durham Smythe,TE,25,2020,MIA,59,33
00-0034798,Durham Smythe,TE,26,2021,MIA,68,34
00-0034798,Durham Smythe,TE,27,2022,MIA,40,25
00-0034798,Durham Smythe,TE,28,2023,MIA,72,37
00-0034798,Durham Smythe,TE,29,2024,MIA,14,5
00-0026170,Dustin Keller,TE,28,2012,NYJ,68,40
00-0029689,Dwayne Allen,TE,22,2012,IND,116,71
00-0029689,Dwayne Allen,TE,23,2013,IND,9,8
00-0029689,Dwayne Allen,TE,24,2014,IND,26,15
00-0029689,Dwayne Allen,TE,24,2014,IND,114,86
00-0029689,Dwayne Allen,TE,25,2015,IND,33,17
00-0029689,Dwayne Allen,TE,26,2016,IND,107,73
00-0029689,Dwayne Allen,TE,27,2017,NE,25,15
00-0029689,Dwayne Allen,TE,28,2018,NE,6,3
00-0027675,Ed Dickson,TE,25,2012,BAL,15,9
00-0027675,Ed Dickson,TE,25,2012,BAL,29,15
00-0027675,Ed Dickson,TE,26,2013,BAL,52,27
00-0027675,Ed Dickson,TE,27,2014,CAR,8,5
00-0027675,Ed Dickson,TE,27,2014,CAR,28,18
00-0027675,Ed Dickson,TE,28,2015,CAR,2,0
00-0027675,Ed Dickson,TE,28,2015,CAR,41,24
00-0027675,Ed Dickson,TE,29,2016,CAR,25,15
00-0027675,Ed Dickson,TE,30,2017,CAR,78,48
00-0027675,Ed Dickson,TE,31,2018,SEA,32,22
00-0039041,Elijah Higgins,TE,23,2023,ARI,35,22
00-0039041,Elijah Higgins,TE,24,2024,ARI,49,29
00-0031387,Eric Ebron,TE,21,2014,DET,5,2
00-0031387,Eric Ebron,TE,21,2014,DET,56,31
00-0031387,Eric Ebron,TE,22,2015,DET,129,82
00-0031387,Eric Ebron,TE,23,2016,DET,140,79
