player_id,player_name,position,age,season,team,fantasy_points_ppr,fantasy_points_standard
00-0039355,Luke McCaffrey,WR,23,2024,WAS,0,0
00-0039355,Luke McCaffrey,WR,23,2024,WAS,31,13
00-0036364,Lynn Bowden,WR,23,2020,MIA,49,22
00-0036364,Lynn Bowden,WR,26,2023,NO,22,12
00-0033555,Mack Hollins,WR,24,2017,PHI,2,1
00-0033555,Mack Hollins,WR,24,2017,PHI,43,27
00-0033555,Mack Hollins,WR,26,2019,MIA,0,0
00-0033555,Mack Hollins,WR,26,2019,PHI,22,12
00-0033555,Mack Hollins,WR,27,2020,MIA,37,21
00-0033555,Mack Hollins,WR,28,2021,MIA,58,44
00-0033555,Mack Hollins,WR,29,2022,LV,148,91
00-0033555,Mack Hollins,WR,30,2023,ATL,42,25
00-0033555,Mack Hollins,WR,31,2024,BUF,18,14
00-0033555,Mack Hollins,WR,31,2024,BUF,99,68
00-0039920,Malachi Corley,WR,22,2024,NYJ,4,1
00-0032400,Malcolm Mitchell,WR,23,2016,NE,14,8
00-0032400,Malcolm Mitchell,WR,23,2016,NE,94,62
00-0038465,Malik Heath,WR,23,2023,GB,34,18
00-0038465,Malik Heath,WR,24,2024,GB,32,22
00-0039337,Malik Nabers,WR,21,2024,NYG,268,159
00-0035480,Malik Taylor,WR,25,2020,GB,18,14
00-0035480,Malik Taylor,WR,26,2021,GB,3,1
00-0035480,Malik Taylor,WR,28,2023,NYJ,2,1
00-0034867,Malik Turner,WR,22,2018,SEA,4,2
00-0034867,Malik Turner,WR,23,2019,SEA,0,0
00-0034867,Malik Turner,WR,23,2019,SEA,46,30
00-0034867,Malik Turner,WR,25,2021,DAL,43,31
00-0039880,Malik Washington,WR,23,2024,MIA,57,31
00-0034747,Marcell Ateman,WR,24,2018,LV,36,21
00-0034747,Marcell Ateman,WR,25,2019,LV,13,8
00-0032980,Marcus Johnson,WR,23,2017,PHI,6,2
00-0032980,Marcus Johnson,WR,24,2018,IND,22,16
00-0032980,Marcus Johnson,WR,25,2019,IND,55,39
00-0032980,Marcus Johnson,WR,26,2020,IND,10,5
00-0032980,Marcus Johnson,WR,27,2021,TEN,15,9
00-0032980,Marcus Johnson,WR,28,2022,NYG,3,2
00-0032980,Marcus Johnson,WR,28,2022,NYG,7,4
00-0033481,Marcus Kemp,WR,23,2018,KC,2,1
00-0033481,Marcus Kemp,WR,25,2020,KC,2,1
00-0033481,Marcus Kemp,WR,26,2021,KC,2,0
00-0031962,Mario Alford,WR,23,2015,CIN,2,2
00-0026235,Mario Manningham,WR,26,2012,SF,94,52
00-0026235,Mario Manningham,WR,27,2013,SF,14,4
00-0030460,Markus Wheaton,WR,22,2013,PIT,10,4
00-0030460,Markus Wheaton,WR,23,2014,PIT,12,7
00-0030460,Markus Wheaton,WR,23,2014,PIT,128,75
00-0030460,Markus Wheaton,WR,24,2015,PIT,8,3
00-0030460,Markus Wheaton,WR,24,2015,PIT,141,97
00-0030460,Markus Wheaton,WR,25,2016,PIT,15,11
00-0030460,Markus Wheaton,WR,26,2017,CHI,6,3
00-0031431,Marqise Lee,WR,23,2014,JAX,84,47
00-0031431,Marqise Lee,WR,24,2015,JAX,44,29
00-0031431,Marqise Lee,WR,25,2016,JAX,166,103
00-0031431,Marqise Lee,WR,26,2017,JAX,14,7
00-0031431,Marqise Lee,WR,26,2017,JAX,140,84
00-0031431,Marqise Lee,WR,28,2019,JAX,5,2
00-0024466,Marques Colston,WR,29,2012,NO,244,161
00-0024466,Marques Colston,WR,30,2013,NO,31,20
00-0024466,Marques Colston,WR,30,2013,NO,174,106
00-0024466,Marques Colston,WR,31,2014,NO,168,109
00-0024466,Marques Colston,WR,32,2015,NO,115,70
00-0030047,Marquess Wilson,WR,21,2013,CHI,3,1
00-0030047,Marquess Wilson,WR,22,2014,CHI,30,15
00-0030047,Marquess Wilson,WR,23,2015,CHI,76,48
00-0030047,Marquess Wilson,WR,24,2016,CHI,26,18
00-0036219,Marquez Callaway,WR,22,2020,NO,0,0
00-0036219,Marquez Callaway,WR,22,2020,NO,37,19
00-0036219,Marquez Callaway,WR,23,2021,NO,150,104
00-0036219,Marquez Callaway,WR,24,2022,NO,34,18
00-0034272,Marquez Valdes-Scantling,WR,24,2018,GB,111,73
00-0034272,Marquez Valdes-Scantling,WR,25,2019,GB,2,1
00-0034272,Marquez Valdes-Scantling,WR,25,2019,GB,82,56
00-0034272,Marquez Valdes-Scantling,WR,26,2020,GB,29,21
00-0034272,Marquez Valdes-Scantling,WR,26,2020,GB,132,99
00-0034272,Marquez Valdes-Scantling,WR,27,2021,GB,75,53
00-0034272,Marquez Valdes-Scantling,WR,28,2022,KC,31,24
00-0034272,Marquez Valdes-Scantling,WR,28,2022,KC,120,78
00-0034272,Marquez Valdes-Scantling,WR,29,2023,KC,23,16
00-0034272,Marquez Valdes-Scantling,WR,29,2023,KC,54,32
00-0034272,Marquez Valdes-Scantling,WR,30,2024,BUF,2,1
00-0034272,Marquez Valdes-Scantling,WR,30,2024,NO,36,25
00-0035662,Marquise Brown,WR,22,2019,BAL,20,13
00-0035662,Marquise Brown,WR,22,2019,BAL,146,100
00-0035662,Marquise Brown,WR,23,2020,BAL,13,9
00-0035662,Marquise Brown,WR,23,2020,BAL,175,117
00-0035662,Marquise Brown,WR,24,2021,BAL,219,128
00-0035662,Marquise Brown,WR,25,2022,ARI,131,70
00-0035662,Marquise Brown,WR,26,2023,ARI,131,80
00-0035662,Marquise Brown,WR,27,2024,KC,8,3
00-0035662,Marquise Brown,WR,27,2024,KC,9,5
00-0030068,Marquise Goodwin,WR,23,2013,BUF,58,41
00-0030068,Marquise Goodwin,WR,24,2014,BUF,2,1
00-0030068,Marquise Goodwin,WR,25,2015,BUF,4,2
00-0030068,Marquise Goodwin,WR,26,2016,BUF,80,51
00-0030068,Marquise Goodwin,WR,27,2017,SF,165,109
00-0030068,Marquise Goodwin,WR,28,2018,SF,79,56
00-0030068,Marquise Goodwin,WR,29,2019,SF,38,26
00-0030068,Marquise Goodwin,WR,31,2021,CHI,55,35
00-0030068,Marquise Goodwin,WR,32,2022,SEA,88,61
00-0030068,Marquise Goodwin,WR,33,2023,CLE,5,2
00-0031373,Martavis Bryant,WR,23,2014,PIT,18,13
00-0031373,Martavis Bryant,WR,23,2014,PIT,128,102
00-0031373,Martavis Bryant,WR,24,2015,PIT,28,19
00-0031373,Martavis Bryant,WR,24,2015,PIT,131,87
00-0031373,Martavis Bryant,WR,26,2017,PIT,16,14
00-0031373,Martavis Bryant,WR,26,2017,PIT,126,76
00-0031373,Martavis Bryant,WR,27,2018,LV,34,19
00-0033094,Marvin Hall,WR,24,2017,ATL,-2,-2
00-0033094,Marvin Hall,WR,25,2018,ATL,31,21
00-0033094,Marvin Hall,WR,26,2019,DET,38,31
00-0033094,Marvin Hall,WR,27,2020,CLE,2,1
00-0033094,Marvin Hall,WR,27,2020,DET,58,41
00-0039849,Marvin Harrison,WR,22,2024,ARI,188,126
00-0029293,Marvin Jones,WR,22,2012,CIN,47,29
00-0029293,Marvin Jones,WR,23,2013,CIN,183,132
00-0029293,Marvin Jones,WR,25,2015,CIN,168,103
00-0029293,Marvin Jones,WR,26,2016,DET,172,117
00-0029293,Marvin Jones,WR,27,2017,DET,219,158
00-0029293,Marvin Jones,WR,28,2018,DET,112,77
00-0029293,Marvin Jones,WR,29,2019,DET,184,122
00-0029293,Marvin Jones,WR,30,2020,DET,220,144
00-0029293,Marvin Jones,WR,31,2021,JAX,174,101
00-0029293,Marvin Jones,WR,32,2022,JAX,3,2
00-0029293,Marvin Jones,WR,32,2022,JAX,113,67
00-0029293,Marvin Jones,WR,33,2023,DET,6,0
00-0038976,Marvin Mims,WR,21,2023,DEN,67,45
00-0038976,Marvin Mims,WR,22,2024,DEN,125,86
00-0031315,Matt Hazel,WR,23,2015,MIA,0,0
00-0031315,Matt Hazel,WR,25,2017,IND,1,0
00-0026293,Matt Slater,WR,28,2013,NE,0,0
00-0026293,Matt Slater,WR,30,2015,NE,0,0
00-0026293,Matt Slater,WR,31,2016,NE,0,0
00-0032362,Maurice Harris,WR,24,2016,WAS,13,5
00-0032362,Maurice Harris,WR,25,2017,WAS,3,1
00-0032362,Maurice Harris,WR,26,2018,WAS,53,25
00-0035140,Mecole Hardman,WR,21,2019,KC,6,2
00-0035140,Mecole Hardman,WR,21,2019,KC,118,92
00-0035140,Mecole Hardman,WR,22,2020,KC,26,18
00-0035140,Mecole Hardman,WR,22,2020,KC,121,80
00-0035140,Mecole Hardman,WR,23,2021,KC,29,25
00-0035140,Mecole Hardman,WR,23,2021,KC,137,78
00-0035140,Mecole Hardman,WR,24,2022,KC,4,2
00-0035140,Mecole Hardman,WR,24,2022,KC,94,69
00-0035140,Mecole Hardman,WR,25,2023,KC,14,9
00-0035140,Mecole Hardman,WR,25,2023,KC,0,-1
00-0035140,Mecole Hardman,WR,25,2023,KC,11,4
00-0035140,Mecole Hardman,WR,25,2023,NYJ,2,1
00-0035140,Mecole Hardman,WR,26,2024,KC,33,21
00-0036959,Michael Bandy,WR,25,2022,LAC,10,4
00-0031025,Michael Campanaro,WR,23,2014,BAL,8,4
00-0031025,Michael Campanaro,WR,23,2014,BAL,23,16
00-0031025,Michael Campanaro,WR,24,2015,BAL,16,11
00-0031025,Michael Campanaro,WR,25,2016,BAL,3,3
00-0031025,Michael Campanaro,WR,26,2017,BAL,44,26
00-0033352,Michael Clark,WR,22,2017,GB,2,0
00-0026986,Michael Crabtree,WR,25,2012,SF,64,44
00-0026986,Michael Crabtree,WR,25,2012,SF,246,161
00-0026986,Michael Crabtree,WR,26,2013,SF,13,6
00-0026986,Michael Crabtree,WR,26,2013,SF,43,26
00-0026986,Michael Crabtree,WR,27,2014,SF,158,90
00-0026986,Michael Crabtree,WR,28,2015,LV,229,144
00-0026986,Michael Crabtree,WR,29,2016,LV,233,144
00-0026986,Michael Crabtree,WR,30,2017,LV,128,84
00-0026986,Michael Crabtree,WR,31,2018,BAL,129,75
00-0026986,Michael Crabtree,WR,32,2019,ARI,6,2
00-0029638,Michael Floyd,WR,23,2012,ARI,108,63
00-0029638,Michael Floyd,WR,24,2013,ARI,185,120
00-0029638,Michael Floyd,WR,25,2014,ARI,2,1
00-0029638,Michael Floyd,WR,25,2014,ARI,158,111
00-0029638,Michael Floyd,WR,26,2015,ARI,20,14
00-0029638,Michael Floyd,WR,26,2015,ARI,169,117
00-0029638,Michael Floyd,WR,27,2016,NE,0,-1
00-0029638,Michael Floyd,WR,27,2016,ARI,94,61
00-0029638,Michael Floyd,WR,27,2016,NE,14,10
00-0029638,Michael Floyd,WR,28,2017,MIN,0,0
00-0029638,Michael Floyd,WR,28,2017,MIN,12,5
00-0029638,Michael Floyd,WR,29,2018,WAS,24,14
00-0034764,Michael Gallup,WR,22,2018,DAL,18,12
00-0034764,Michael Gallup,WR,22,2018,DAL,92,59
00-0034764,Michael Gallup,WR,23,2019,DAL,209,143
00-0034764,Michael Gallup,WR,24,2020,DAL,173,114
00-0034764,Michael Gallup,WR,25,2021,DAL,84,52
00-0034764,Michael Gallup,WR,26,2022,DAL,-2,-2
00-0034764,Michael Gallup,WR,26,2022,DAL,97,58
00-0034764,Michael Gallup,WR,27,2023,DAL,84,50
00-0022781,Michael Jenkins,WR,30,2012,MIN,83,46
00-0036252,Michael Pittman,WR,23,2020,IND,97,57
00-0036252,Michael Pittman,WR,24,2021,IND,231,143
00-0036252,Michael Pittman,WR,25,2022,IND,210,110
00-0036252,Michael Pittman,WR,26,2023,IND,227,123
00-0036252,Michael Pittman,WR,27,2024,IND,157,88
00-0032765,Michael Thomas,WR,24,2017,NO,26,18
00-0032765,Michael Thomas,WR,24,2017,NO,10,4
00-0032765,Michael Thomas,WR,25,2018,NO,43,27
00-0032765,Michael Thomas,WR,25,2018,NO,245,148
00-0032765,Michael Thomas,WR,26,2019,NO,375,226
00-0032765,Michael Thomas,WR,27,2020,NO,16,11
00-0032765,Michael Thomas,WR,27,2020,NO,82,42
00-0032765,Michael Thomas,WR,30,2023,NO,88,49
00-0035374,Michael Walker,WR,23,2019,JAX,4,2
00-0038559,Michael Wilson,WR,23,2023,ARI,108,70
00-0038559,Michael Wilson,WR,24,2024,ARI,118,70
00-0031408,Mike Evans,WR,21,2014,TB,233,165
00-0031408,Mike Evans,WR,22,2015,TB,200,126
00-0031408,Mike Evans,WR,23,2016,TB,284,188
00-0031408,Mike Evans,WR,24,2017,TB,179,113
00-0031408,Mike Evans,WR,25,2018,TB,267,181
00-0031408,Mike Evans,WR,26,2019,TB,215,148
00-0031408,Mike Evans,WR,27,2020,TB,20,14
00-0031408,Mike Evans,WR,27,2020,TB,245,175
00-0031408,Mike Evans,WR,28,2021,TB,26,18
00-0031408,Mike Evans,WR,28,2021,TB,256,182
00-0031408,Mike Evans,WR,29,2022,TB,163,102
00-0031408,Mike Evans,WR,30,2023,TB,27,19
00-0031408,Mike Evans,WR,30,2023,TB,276,198
00-0031408,Mike Evans,WR,31,2024,TB,230,156
00-0036482,Mike Strachan,WR,24,2021,IND,5,3
00-0036482,Mike Strachan,WR,25,2022,IND,9,6
00-0027076,Mike Thomas,WR,25,2012,DET,20,15
00-0027076,Mike Thomas,WR,25,2012,JAX,21,8
00-0033114,Mike Thomas,WR,22,2016,LA,7,4
00-0033114,Mike Thomas,WR,23,2017,LA,12,8
00-0033114,Mike Thomas,WR,25,2019,LA,3,1
00-0033114,Mike Thomas,WR,26,2020,CIN,29,16
00-0033114,Mike Thomas,WR,27,2021,CIN,3,2
00-0033114,Mike Thomas,WR,27,2021,CIN,10,5
00-0033114,Mike Thomas,WR,28,2022,CIN,4,2
00-0026901,Mike Wallace,WR,26,2012,PIT,183,119
00-0026901,Mike Wallace,WR,27,2013,MIA,183,110
00-0026901,Mike Wallace,WR,28,2014,MIA,210,143
00-0026901,Mike Wallace,WR,29,2015,MIN,76,46
00-0026901,Mike Wallace,WR,30,2016,BAL,195,123
00-0026901,Mike Wallace,WR,31,2017,BAL,147,95
00-0026901,Mike Wallace,WR,32,2018,PHI,0,0
00-0027702,Mike Williams,WR,25,2012,TB,212,149
00-0027702,Mike Williams,WR,26,2013,TB,56,34
00-0027702,Mike Williams,WR,27,2014,BUF,28,20
00-0033536,Mike Williams,WR,23,2017,LAC,19,9
00-0033536,Mike Williams,WR,24,2018,LAC,12,7
00-0033536,Mike Williams,WR,24,2018,LAC,176,133
00-0033536,Mike Williams,WR,25,2019,LAC,145,96
00-0033536,Mike Williams,WR,26,2020,LAC,150,102
00-0033536,Mike Williams,WR,27,2021,LAC,202,138
00-0033536,Mike Williams,WR,28,2022,LAC,172,110
00-0033536,Mike Williams,WR,29,2023,LAC,50,31
00-0033536,Mike Williams,WR,30,2024,NYJ,25,13
00-0033536,Mike Williams,WR,30,2024,PIT,10,9
00-0033536,Mike Williams,WR,30,2024,PIT,18,10
00-0035703,Miles Boykin,WR,23,2019,BAL,4,1
00-0035703,Miles Boykin,WR,23,2019,BAL,51,38
00-0035703,Miles Boykin,WR,24,2020,BAL,5,2
00-0035703,Miles Boykin,WR,24,2020,BAL,68,49
00-0035703,Miles Boykin,WR,26,2022,PIT,3,1
00-0035703,Miles Boykin,WR,27,2023,PIT,5,2
00-0027026,Mohamed Massaquoi,WR,26,2012,CLE,39,23
00-0029632,Mohamed Sanu,WR,23,2012,CIN,66,50
00-0029632,Mohamed Sanu,WR,24,2013,CIN,102,55
00-0029632,Mohamed Sanu,WR,25,2014,CIN,6,3
00-0029632,Mohamed Sanu,WR,25,2014,CIN,175,119
00-0029632,Mohamed Sanu,WR,26,2015,CIN,88,54
00-0029632,Mohamed Sanu,WR,27,2016,ATL,36,25
00-0029632,Mohamed Sanu,WR,27,2016,ATL,138,82
00-0029632,Mohamed Sanu,WR,28,2017,ATL,8,5
00-0029632,Mohamed Sanu,WR,28,2017,ATL,160,99
00-0029632,Mohamed Sanu,WR,29,2018,ATL,181,115
00-0029632,Mohamed Sanu,WR,30,2019,ATL,67,34
00-0029632,Mohamed Sanu,WR,30,2019,NE,47,23
00-0029632,Mohamed Sanu,WR,30,2019,NE,4,2
00-0029632,Mohamed Sanu,WR,31,2020,DET,21,11
00-0029632,Mohamed Sanu,WR,32,2021,SF,33,18
00-0037272,Montrell Washington,WR,23,2022,DEN,7,3
00-0035624,N'Keal Harry,WR,22,2019,NE,37,25
00-0035624,N'Keal Harry,WR,23,2020,NE,69,36
00-0035624,N'Keal Harry,WR,24,2021,NE,24,14
00-0035624,N'Keal Harry,WR,25,2022,CHI,25,18
00-0021999,Nate Burleson,WR,31,2012,DET,68,41
00-0021999,Nate Burleson,WR,32,2013,DET,86,47
00-0031549,Nelson Agholor,WR,22,2015,PHI,54,31
00-0031549,Nelson Agholor,WR,23,2016,PHI,80,44
00-0031549,Nelson Agholor,WR,24,2017,PHI,35,20
00-0031549,Nelson Agholor,WR,24,2017,PHI,184,122
00-0031549,Nelson Agholor,WR,25,2018,PHI,3,2
00-0031549,Nelson Agholor,WR,25,2018,PHI,164,100
00-0031549,Nelson Agholor,WR,26,2019,PHI,91,52
00-0031549,Nelson Agholor,WR,27,2020,LV,180,132
00-0031549,Nelson Agholor,WR,28,2021,NE,97,60
00-0031549,Nelson Agholor,WR,29,2022,NE,67,36
00-0031549,Nelson Agholor,WR,30,2023,BAL,14,11
00-0031549,Nelson Agholor,WR,30,2023,BAL,95,60
00-0031549,Nelson Agholor,WR,31,2024,BAL,0,0
00-0031549,Nelson Agholor,WR,31,2024,BAL,49,35
00-0029667,Nick Toon,WR,25,2013,NO,9,5
00-0029667,Nick Toon,WR,26,2014,NO,33,19
00-0036182,Nick Westbrook-Ikhine,WR,23,2020,TEN,4,1
00-0036182,Nick Westbrook-Ikhine,WR,24,2021,TEN,-2,-2
00-0036182,Nick Westbrook-Ikhine,WR,24,2021,TEN,89,55
00-0036182,Nick Westbrook-Ikhine,WR,25,2022,TEN,79,54
00-0036182,Nick Westbrook-Ikhine,WR,26,2023,TEN,83,55
00-0036182,Nick Westbrook-Ikhine,WR,27,2024,TEN,130,98
00-0036554,Nico Collins,WR,22,2021,HOU,71,44
00-0036554,Nico Collins,WR,23,2022,HOU,79,47
00-0036554,Nico Collins,WR,24,2023,HOU,12,7
00-0036554,Nico Collins,WR,24,2023,HOU,254,174
00-0036554,Nico Collins,WR,25,2024,HOU,13,8
00-0036554,Nico Collins,WR,25,2024,HOU,128,88
00-0033591,Noah Brown,WR,21,2017,DAL,7,3
00-0033591,Noah Brown,WR,22,2018,DAL,2,1
00-0033591,Noah Brown,WR,22,2018,DAL,10,5
00-0033591,Noah Brown,WR,24,2020,DAL,30,16
00-0033591,Noah Brown,WR,25,2021,DAL,34,18
00-0033591,Noah Brown,WR,26,2022,DAL,4,2
00-0033591,Noah Brown,WR,26,2022,DAL,106,62
00-0033591,Noah Brown,WR,27,2023,HOU,96,65
00-0033591,Noah Brown,WR,28,2024,WAS,84,49
00-0031235,Odell Beckham,WR,22,2014,NYG,293,202
00-0031235,Odell Beckham,WR,23,2015,NYG,303,212
00-0031235,Odell Beckham,WR,24,2016,NYG,292,191
00-0031235,Odell Beckham,WR,25,2017,NYG,72,47
00-0031235,Odell Beckham,WR,26,2018,NYG,228,151
00-0031235,Odell Beckham,WR,27,2019,CLE,202,127
00-0031235,Odell Beckham,WR,28,2020,CLE,85,62
00-0031235,Odell Beckham,WR,29,2021,LA,46,29
00-0031235,Odell Beckham,WR,29,2021,CLE,42,25
00-0031235,Odell Beckham,WR,29,2021,LA,2,0
00-0031235,Odell Beckham,WR,29,2021,LA,80,55
00-0031235,Odell Beckham,WR,31,2023,BAL,7,3
00-0031235,Odell Beckham,WR,31,2023,BAL,104,70
00-0031235,Odell Beckham,WR,32,2024,MIA,14,6
00-0035006,Olabisi Johnson,WR,22,2019,MIN,79,48
00-0035006,Olabisi Johnson,WR,23,2020,MIN,31,17
00-0035208,Olamide Zaccheaus,WR,22,2019,ATL,20,18
00-0035208,Olamide Zaccheaus,WR,23,2020,ATL,51,31
00-0035208,Olamide Zaccheaus,WR,24,2021,ATL,86,55
00-0035208,Olamide Zaccheaus,WR,25,2022,ATL,109,69
00-0035208,Olamide Zaccheaus,WR,26,2023,PHI,38,28
00-0035208,Olamide Zaccheaus,WR,27,2024,WAS,7,3
00-0035208,Olamide Zaccheaus,WR,27,2024,WAS,114,69
00-0038606,Parker Washington,WR,21,2023,JAX,18,8
00-0038606,Parker Washington,WR,22,2024,JAX,87,55
00-0035639,Parris Campbell,WR,22,2019,IND,37,19
00-0035639,Parris Campbell,WR,23,2020,IND,13,7
00-0035639,Parris Campbell,WR,24,2021,IND,32,22
00-0035639,Parris Campbell,WR,25,2022,IND,137,74
00-0035639,Parris Campbell,WR,26,2023,NYG,26,6
00-0031257,Paul Richardson,WR,22,2014,SEA,3,2
00-0031257,Paul Richardson,WR,22,2014,SEA,58,29
00-0031257,Paul Richardson,WR,23,2015,SEA,5,4
00-0031257,Paul Richardson,WR,24,2016,SEA,12,8
00-0031257,Paul Richardson,WR,24,2016,SEA,54,33
00-0031257,Paul Richardson,WR,25,2017,SEA,148,104
00-0031257,Paul Richardson,WR,26,2018,WAS,59,39
00-0031257,Paul Richardson,WR,27,2019,WAS,60,32
00-0032841,Paul Turner,WR,23,2016,PHI,22,13
00-0035022,Penny Hart,WR,24,2020,SEA,3,2
00-0035022,Penny Hart,WR,25,2021,SEA,13,6
00-0035022,Penny Hart,WR,26,2022,SEA,5,2
00-0026998,Percy Harvin,WR,24,2012,MIN,140,84
00-0026998,Percy Harvin,WR,25,2013,SEA,12,8
00-0026998,Percy Harvin,WR,26,2014,NYJ,77,48
00-0026998,Percy Harvin,WR,26,2014,SEA,48,26
00-0026998,Percy Harvin,WR,27,2015,BUF,50,31
00-0026998,Percy Harvin,WR,28,2016,BUF,4,2
00-0033111,Pharoh Cooper,WR,21,2016,LA,21,7
00-0033111,Pharoh Cooper,WR,22,2017,LA,20,9
00-0033111,Pharoh Cooper,WR,23,2018,LA,0,0
00-0033111,Pharoh Cooper,WR,24,2019,ARI,45,25
00-0033111,Pharoh Cooper,WR,25,2020,CAR,12,7
00-0033111,Pharoh Cooper,WR,27,2022,ARI,3,1
00-0032208,Phillip Dorsett,WR,22,2015,IND,46,28
00-0032208,Phillip Dorsett,WR,23,2016,IND,93,60
00-0032208,Phillip Dorsett,WR,24,2017,NE,7,5
00-0032208,Phillip Dorsett,WR,24,2017,NE,30,18
00-0032208,Phillip Dorsett,WR,25,2018,NE,24,19
00-0032208,Phillip Dorsett,WR,25,2018,NE,76,44
00-0032208,Phillip Dorsett,WR,26,2019,NE,99,70
00-0032208,Phillip Dorsett,WR,28,2021,HOU,8,6
00-0032208,Phillip Dorsett,WR,29,2022,HOU,48,28
00-0026345,Pierre Garcon,WR,26,2012,WAS,130,86
00-0026345,Pierre Garcon,WR,27,2013,WAS,262,150
00-0026345,Pierre Garcon,WR,28,2014,WAS,153,85
00-0026345,Pierre Garcon,WR,29,2015,WAS,176,104
00-0026345,Pierre Garcon,WR,30,2016,WAS,197,118
00-0026345,Pierre Garcon,WR,31,2017,SF,88,48
00-0026345,Pierre Garcon,WR,32,2018,SF,57,33
00-0019642,Plaxico Burress,WR,35,2012,PIT,13,10
00-0035350,Preston Williams,WR,22,2019,MIA,86,54
00-0035350,Preston Williams,WR,23,2020,MIA,67,49
00-0035350,Preston Williams,WR,24,2021,MIA,12,7
00-0039075,Puka Nacua,WR,22,2023,LA,292,188
00-0039075,Puka Nacua,WR,23,2024,LA,26,15
00-0039075,Puka Nacua,WR,23,2024,LA,186,114
00-0038544,Quentin Johnston,WR,22,2023,LAC,92,54
00-0038544,Quentin Johnston,WR,23,2024,LAC,173,118
00-0036271,Quez Watkins,WR,22,2020,PHI,24,17
00-0036271,Quez Watkins,WR,23,2021,PHI,97,59
00-0036271,Quez Watkins,WR,24,2022,PHI,2,1
00-0036271,Quez Watkins,WR,24,2022,PHI,78,44
00-0036271,Quez Watkins,WR,25,2023,PHI,27,15
00-0031023,Quincy Enunwa,WR,23,2015,NYJ,44,26
00-0031023,Quincy Enunwa,WR,24,2016,NYJ,161,103
00-0031023,Quincy Enunwa,WR,26,2018,NYJ,82,44
00-0031023,Quincy Enunwa,WR,27,2019,NYJ,-1,-2
00-0036277,Quintez Cephus,WR,22,2020,DET,67,47
00-0036277,Quintez Cephus,WR,23,2021,DET,47,32
00-0036277,Quintez Cephus,WR,24,2022,DET,4,2
00-0030450,Quinton Patton,WR,23,2013,SF,4,2
00-0030450,Quinton Patton,WR,23,2013,SF,9,6
00-0030450,Quinton Patton,WR,24,2014,SF,6,3
00-0030450,Quinton Patton,WR,25,2015,SF,74,44
00-0030450,Quinton Patton,WR,26,2016,SF,76,39
00-0036652,Racey McMath,WR,22,2021,TEN,0,0
00-0036652,Racey McMath,WR,23,2022,TEN,0,0
00-0038821,Rakim Jarrett,WR,22,2023,TB,10,6
00-0038821,Rakim Jarrett,WR,23,2024,TB,11,6
00-0026902,Ramses Barden,WR,26,2012,NYG,34,20
00-0028002,Randall Cobb,WR,22,2012,GB,10,5
00-0028002,Randall Cobb,WR,22,2012,GB,231,151
00-0028002,Randall Cobb,WR,23,2013,GB,7,5
00-0028002,Randall Cobb,WR,23,2013,GB,85,56
00-0028002,Randall Cobb,WR,24,2014,GB,37,22
00-0028002,Randall Cobb,WR,24,2014,GB,290,199
00-0028002,Randall Cobb,WR,25,2015,GB,0,0
00-0028002,Randall Cobb,WR,25,2015,GB,203,124
00-0028002,Randall Cobb,WR,26,2016,GB,27,14
00-0028002,Randall Cobb,WR,26,2016,GB,137,79
00-0028002,Randall Cobb,WR,27,2017,GB,153,87
00-0028002,Randall Cobb,WR,28,2018,GB,85,47
00-0028002,Randall Cobb,WR,29,2019,DAL,148,93
00-0028002,Randall Cobb,WR,30,2020,HOU,100,62
00-0028002,Randall Cobb,WR,31,2021,GB,96,68
00-0028002,Randall Cobb,WR,32,2022,GB,56,30
00-0028002,Randall Cobb,WR,33,2023,NYJ,2,-2
00-0011754,Randy Moss,WR,35,2012,SF,16,9
00-0011754,Randy Moss,WR,35,2012,SF,83,55
00-0032170,Rashad Greene,WR,23,2015,JAX,34,19
00-0032170,Rashad Greene,WR,24,2016,JAX,6,1
00-0032170,Rashad Greene,WR,26,2018,JAX,7,2
00-0032977,Rashard Higgins,WR,22,2016,CLE,10,4
00-0032977,Rashard Higgins,WR,23,2017,CLE,44,26
00-0032977,Rashard Higgins,WR,24,2018,CLE,113,74
00-0032977,Rashard Higgins,WR,25,2019,CLE,16,12
00-0032977,Rashard Higgins,WR,26,2020,CLE,16,9
00-0032977,Rashard Higgins,WR,26,2020,CLE,109,74
00-0032977,Rashard Higgins,WR,27,2021,CLE,56,32
00-0039067,Rashee Rice,WR,23,2023,KC,32,14
00-0039067,Rashee Rice,WR,23,2023,KC,210,130
00-0039067,Rashee Rice,WR,24,2024,KC,63,39
00-0037545,Rashid Shaheed,WR,24,2022,NO,78,51
00-0037545,Rashid Shaheed,WR,25,2023,NO,146,100
00-0037545,Rashid Shaheed,WR,26,2024,NO,68,48
00-0036550,Rashod Bateman,WR,22,2021,BAL,84,45
00-0036550,Rashod Bateman,WR,23,2022,BAL,50,36
00-0036550,Rashod Bateman,WR,24,2023,BAL,8,4
00-0036550,Rashod Bateman,WR,24,2023,BAL,70,38
00-0036550,Rashod Bateman,WR,25,2024,BAL,15,11
00-0036550,Rashod Bateman,WR,25,2024,BAL,171,126
00-0034407,Ray-Ray McCloud,WR,22,2018,BUF,9,4
00-0034407,Ray-Ray McCloud,WR,24,2020,PIT,34,14
00-0034407,Ray-Ray McCloud,WR,25,2021,PIT,62,24
00-0034407,Ray-Ray McCloud,WR,26,2022,SF,58,44
